loopIteration,time (us),GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed (m/s),attitude[0],attitude[1],attitude[2],vbat (V),GPS_numSat
1552,31040000,351984476,333555557,1321,6.19,-170,23,1863,23.89,10
1553,31060000,351984480,333555598,1230,6.66,-35,125,1864,23.86,9
1554,31080000,351984472,333555640,1214,7.3,85,62,1865,23.91,14
1555,31100000,351984471,333555680,1318,4.98,-98,25,1866,23.87,14
1556,31120000,351984490,333555721,1296,5.84,-17,90,1867,23.92,12
1557,31140000,351984482,333555761,1303,5.32,-111,91,1869,23.93,13
1558,31160000,351984474,333555800,1273,5.01,70,13,1870,23.94,13
1559,31180000,351984492,333555839,1285,8.25,24,41,1871,23.87,9
1560,31200000,351984497,333555878,1330,7.05,22,5,1872,23.95,13
1561,31220000,351984516,333555916,1367,4.01,85,74,1873,23.93,11
1562,31240000,351984523,333555954,1291,6.48,103,-37,1875,23.84,11
1563,31260000,351984517,333555991,1234,5.37,65,21,1876,23.96,12
1564,31280000,351984520,333556028,1352,7.29,-33,-71,1877,23.95,14
1565,31300000,351984536,333556064,1326,6.09,-79,58,1878,23.86,12
1566,31320000,351984549,333556100,1330,5.8,-62,-76,1879,23.9,14
1567,31340000,351984552,333556136,1311,6.16,-105,-20,1881,23.85,9
1568,31360000,351984556,333556171,1397,6.43,113,42,1882,23.89,13
1569,31380000,351984558,333556205,1308,6.03,-9,13,1883,23.9,14
1570,31400000,351984555,333556239,1327,5.75,10,8,1884,23.91,13
1571,31420000,351984578,333556273,1233,5.84,14,-15,1885,23.87,11
1572,31440000,351984582,333556306,1285,6.57,126,7,1887,23.89,11
1573,31460000,351984574,333556338,1281,4.73,-32,-53,1888,23.86,13
1574,31480000,351984572,333556371,1308,6.0,75,45,1889,23.9,13
1575,31500000,351984583,333556402,1324,5.86,21,68,1890,23.91,12
1576,31520000,351984593,333556433,1281,5.45,-6,66,1891,23.89,11
1577,31540000,351984595,333556464,1381,6.82,-115,28,1893,23.92,14
1578,31560000,351984591,333556494,1270,4.55,59,88,1894,23.91,14
1579,31580000,351984595,333556523,1296,5.59,-43,52,1895,23.89,10
1580,31600000,351984581,333556552,1324,5.04,-25,75,1896,23.92,14
1581,31620000,351984571,333556580,1265,6.61,16,48,1897,23.84,13
1582,31640000,351984582,333556608,1339,5.47,8,31,1899,23.88,12
1583,31660000,351984581,333556636,1342,6.05,71,-6,1900,23.83,10
1584,31680000,351984588,333556662,1306,6.43,-38,-95,1901,23.88,13
1585,31700000,351984604,333556689,1395,4.21,12,60,1902,23.86,14
1586,31720000,351984614,333556714,1323,6.51,19,24,1903,23.9,12
1587,31740000,351984617,333556739,1332,5.16,4,124,1905,23.86,10
1588,31760000,351984643,333556764,1283,5.71,44,-64,1906,23.86,10
1589,31780000,351984653,333556788,1255,5.87,-13,70,1907,23.87,9
1590,31800000,351984652,333556811,1298,6.91,76,-14,1908,23.87,11
1591,31820000,351984663,333556834,1311,6.83,-41,30,1909,23.89,11
1592,31840000,351984671,333556856,1306,7.98,-86,-11,1911,23.85,14
1593,31860000,351984665,333556878,1356,6.2,0,46,1912,23.83,13
1594,31880000,351984669,333556899,1231,5.47,75,28,1913,23.82,14
1595,31900000,351984671,333556919,1282,5.44,-29,72,1914,23.9,11
1596,31920000,351984654,333556939,1255,6.73,-36,37,1915,23.83,12
1597,31940000,351984656,333556959,1382,7.8,-18,53,1917,23.85,13
1598,31960000,351984656,333556977,1307,6.38,12,91,1918,23.83,10
1599,31980000,351984655,333556995,1310,5.35,-8,54,1919,23.89,13
1600,32000000,351984641,333557013,1287,6.31,21,23,1920,23.85,13
1601,32020000,351984641,333557030,1368,6.29,-103,89,1921,23.9,10
1602,32040000,351984644,333557046,1316,6.04,95,24,1923,23.84,11
1603,32060000,351984648,333557062,1343,5.17,38,49,1924,23.87,11
1604,32080000,351984640,333557077,1253,3.16,-50,14,1925,23.89,11
1605,32100000,351984650,333557092,1382,5.4,87,-1,1926,23.89,14
1606,32120000,351984641,333557105,1352,7.18,30,-112,1927,23.83,10
1607,32140000,351984642,333557119,1359,6.24,93,63,1929,23.85,12
1608,32160000,351984659,333557131,1387,3.52,-70,-24,1930,23.86,14
1609,32180000,351984655,333557143,1331,6.01,105,65,1931,23.8,14
1610,32200000,351984653,333557155,1333,3.93,5,116,1932,23.88,13
1611,32220000,351984667,333557165,1369,8.23,-124,-32,1933,23.87,11
1612,32240000,351984667,333557176,1358,6.21,49,72,1935,23.87,14
1613,32260000,351984667,333557185,1332,4.65,-16,25,1936,23.81,10
1614,32280000,351984673,333557194,1345,6.89,-60,51,1937,23.86,11
1615,32300000,351984687,333557202,1324,5.12,-10,-26,1938,23.87,14
1616,32320000,351984667,333557210,1373,6.63,-117,31,1939,23.88,11
1617,32340000,351984662,333557217,1383,6.02,38,37,1941,23.84,11
1618,32360000,351984655,333557223,1347,4.68,-10,98,1942,23.87,14
1619,32380000,351984647,333557229,1422,6.75,-14,132,1943,23.91,9
1620,32400000,351984642,333557234,1286,4.5,89,45,1944,23.84,10
1621,32420000,351984637,333557239,1339,7.5,4,13,1945,23.84,13
1622,32440000,351984643,333557243,1418,6.07,-38,135,1947,23.84,10
1623,32460000,351984637,333557246,1334,4.85,-56,25,1948,23.8,12
1624,32480000,351984642,333557249,1287,3.97,-1,27,1949,23.84,12
1625,32500000,351984649,333557250,1408,7.81,68,35,1950,23.89,13
1626,32520000,351984645,333557252,1375,7.63,-33,52,1951,23.82,10
1627,32540000,351984650,333557253,1306,4.59,-61,64,1953,23.84,14
1628,32560000,351984670,333557253,1386,7.85,59,3,1954,23.88,12
1629,32580000,351984677,333557252,1315,6.19,6,25,1955,23.86,13
1630,32600000,351984673,333557251,1303,5.75,0,119,1956,23.85,11
1631,32620000,351984676,333557249,1351,5.9,131,106,1957,23.83,9
1632,32640000,351984670,333557247,1339,5.7,-72,51,1959,23.84,11
1633,32660000,351984676,333557244,1315,7.6,14,43,1960,23.84,9
1634,32680000,351984688,333557240,1345,6.17,-107,19,1961,23.86,12
1635,32700000,351984683,333557236,1320,3.94,-16,79,1962,23.84,14
1636,32720000,351984684,333557231,1364,8.35,38,6,1963,23.86,12
1637,32740000,351984699,333557225,1361,6.99,72,36,1965,23.78,13
1638,32760000,351984697,333557219,1393,4.78,-75,8,1966,23.86,9
1639,32780000,351984703,333557212,1346,5.6,54,1,1967,23.82,13
1640,32800000,351984695,333557204,1311,4.99,50,32,1968,23.83,9
1641,32820000,351984690,333557196,1313,6.05,-5,30,1969,23.82,12
1642,32840000,351984689,333557188,1357,6.44,154,3,1971,23.85,9
1643,32860000,351984714,333557178,1429,6.27,2,27,1972,23.83,12
1644,32880000,351984713,333557169,1402,5.33,-51,33,1973,23.85,10
1645,32900000,351984711,333557158,1343,5.1,28,8,1974,23.8,9
1646,32920000,351984709,333557147,1408,6.95,-112,0,1975,23.83,14
1647,32940000,351984710,333557135,1324,5.89,98,24,1977,23.86,11
1648,32960000,351984720,333557123,1412,8.52,63,64,1978,23.86,9
1649,32980000,351984725,333557110,1357,5.1,-22,83,1979,23.81,12
1650,33000000,351984749,333557096,1404,6.88,40,39,1980,23.83,10
1651,33020000,351984755,333557082,1399,6.05,35,17,1981,23.81,10
1652,33040000,351984773,333557067,1364,5.15,122,29,1983,23.82,10
1653,33060000,351984779,333557052,1389,7.53,-35,121,1984,23.82,9
1654,33080000,351984788,333557036,1334,6.14,-77,74,1985,23.86,14
1655,33100000,351984777,333557019,1374,5.0,-123,-14,1986,23.84,14
1656,33120000,351984779,333557002,1422,5.64,-15,28,1987,23.86,11
1657,33140000,351984782,333556985,1543,7.14,-94,5,1989,23.86,9
1658,33160000,351984783,333556966,1408,4.63,-8,13,1990,23.78,11
1659,33180000,351984764,333556947,1384,7.55,27,-49,1991,23.83,12
1660,33200000,351984777,333556928,1341,6.77,-24,32,1992,23.8,11
1661,33220000,351984776,333556908,1425,5.69,-55,-33,1993,23.77,13
1662,33240000,351984775,333556887,1317,7.52,76,2,1995,23.78,11
1663,33260000,351984776,333556866,1352,7.96,-9,102,1996,23.8,11
1664,33280000,351984777,333556845,1399,6.67,16,78,1997,23.86,13
1665,33300000,351984784,333556822,1337,6.19,61,-10,1998,23.81,14
1666,33320000,351984775,333556800,1448,8.07,-78,-18,1999,23.81,12
1667,33340000,351984769,333556776,1431,7.68,-54,-12,2001,23.81,10
1668,33360000,351984775,333556752,1365,4.96,156,-58,2002,23.79,12
1669,33380000,351984780,333556728,1367,5.77,-7,-15,2003,23.81,14
1670,33400000,351984779,333556703,1337,5.76,-61,18,2004,23.81,10
1671,33420000,351984777,333556677,1334,5.54,-13,-18,2005,23.76,14
1672,33440000,351984772,333556651,1409,4.32,-32,66,2007,23.79,11
1673,33460000,351984775,333556625,1417,7.01,-73,28,2008,23.9,12
1674,33480000,351984790,333556598,1407,6.09,-22,5,2009,23.82,12
1675,33500000,351984783,333556570,1405,6.11,1,114,2010,23.8,11
1676,33520000,351984801,333556542,1372,7.58,1,64,2011,23.82,9
1677,33540000,351984813,333556513,1410,5.36,35,34,2013,23.77,14
1678,33560000,351984812,333556484,1337,5.94,-104,118,2014,23.8,14
1679,33580000,351984823,333556455,1398,6.31,-89,93,2015,23.83,11
1680,33600000,351984812,333556425,1457,5.51,51,-2,2016,23.75,9
1681,33620000,351984798,333556394,1452,5.88,-24,46,2017,23.78,14
1682,33640000,351984788,333556363,1381,6.86,77,10,2019,23.79,9
1683,33660000,351984787,333556332,1387,5.99,21,-37,2020,23.79,9
1684,33680000,351984787,333556300,1457,7.5,-84,121,2021,23.78,13
1685,33700000,351984786,333556267,1474,5.15,35,102,2022,23.8,9
1686,33720000,351984790,333556234,1343,6.23,-60,-29,2023,23.82,13
1687,33740000,351984772,333556201,1387,4.39,18,54,2025,23.8,10
1688,33760000,351984780,333556167,1414,5.87,78,-47,2026,23.82,13
1689,33780000,351984769,333556133,1455,5.21,132,82,2027,23.82,14
1690,33800000,351984766,333556098,1373,7.53,-1,28,2028,23.77,12
1691,33820000,351984765,333556063,1433,6.84,45,17,2029,23.8,11
1692,33840000,351984757,333556027,1396,6.57,21,90,2031,23.78,13
1693,33860000,351984747,333555992,1504,8.08,51,31,2032,23.81,11
1694,33880000,351984740,333555955,1427,7.63,-155,18,2033,23.78,9
1695,33900000,351984743,333555918,1405,6.81,-21,74,2034,23.78,13
1696,33920000,351984752,333555881,1398,5.22,20,16,2035,23.84,12
1697,33940000,351984761,333555844,1455,4.37,31,72,2037,23.78,10
1698,33960000,351984755,333555806,1440,5.97,-44,31,2038,23.74,11
1699,33980000,351984750,333555767,1371,5.6,53,70,2039,23.79,11
1700,34000000,351984744,333555729,1424,5.27,70,60,2040,23.79,10
1701,34020000,351984752,333555690,1362,5.67,6,68,2041,23.77,12
1702,34040000,351984735,333555650,1386,4.13,-11,-17,2043,23.78,14
1703,34060000,351984751,333555610,1365,7.68,-19,120,2044,23.81,9
1704,34080000,351984749,333555570,1365,4.71,11,23,2045,23.76,13
1705,34100000,351984745,333555530,1391,5.24,75,115,2046,23.77,11
1706,34120000,351984752,333555489,1380,6.64,94,2,2047,23.76,9
1707,34140000,351984765,333555448,1442,4.16,-26,17,2049,23.79,12
1708,34160000,351984772,333555406,1454,7.04,-54,18,2050,23.77,10
1709,34180000,351984786,333555365,1413,7.06,-46,86,2051,23.75,11
1710,34200000,351984791,333555322,1378,5.65,63,10,2052,23.77,13
1711,34220000,351984806,333555280,1456,4.78,16,50,2053,23.83,10
1712,34240000,351984822,333555237,1344,5.46,20,-44,2055,23.72,11
1713,34260000,351984824,333555194,1348,3.91,32,7,2056,23.73,9
1714,34280000,351984842,333555151,1456,7.57,25,41,2057,23.78,9
1715,34300000,351984847,333555108,1454,6.06,-5,25,2058,23.73,14
1716,34320000,351984851,333555064,1467,5.17,-61,-58,2059,23.83,13
1717,34340000,351984845,333555020,1420,4.97,-35,54,2061,23.73,13
1718,34360000,351984846,333554976,1379,6.65,9,-15,2062,23.73,11
1719,34380000,351984857,333554931,1410,7.7,26,124,2063,23.75,12
1720,34400000,351984847,333554886,1454,4.56,-20,21,2064,23.8,11
1721,34420000,351984857,333554841,1402,5.35,-23,139,2065,23.79,13
1722,34440000,351984864,333554796,1405,4.01,86,62,2067,23.78,14
1723,34460000,351984870,333554751,1378,6.77,-26,53,2068,23.77,9
1724,34480000,351984851,333554705,1388,6.18,16,7,2069,23.8,11
1725,34500000,351984853,333554659,1470,8.56,-17,25,2070,23.71,14
1726,34520000,351984863,333554613,1455,5.86,-50,52,2071,23.77,9
1727,34540000,351984859,333554567,1391,5.51,-90,-62,2073,23.8,11
1728,34560000,351984863,333554521,1395,5.2,-30,78,2074,23.73,9
1729,34580000,351984843,333554474,1416,6.97,-48,-25,2075,23.77,11
1730,34600000,351984853,333554427,1462,4.15,54,18,2076,23.79,13
1731,34620000,351984849,333554380,1394,6.85,-68,-100,2077,23.79,9
1732,34640000,351984862,333554333,1435,6.28,-22,52,2079,23.75,11
1733,34660000,351984846,333554286,1356,5.43,42,66,2080,23.81,10
1734,34680000,351984857,333554239,1393,4.97,-4,44,2081,23.77,13
1735,34700000,351984858,333554192,1461,7.2,32,46,2082,23.79,9
1736,34720000,351984869,333554144,1481,8.12,53,13,2083,23.72,14
1737,34740000,351984863,333554096,1399,5.49,-99,38,2085,23.73,11
1738,34760000,351984860,333554049,1415,6.6,-22,89,2086,23.73,13
1739,34780000,351984886,333554001,1479,7.98,-56,10,2087,23.8,11
1740,34800000,351984881,333553953,1433,5.3,85,55,2088,23.68,10
1741,34820000,351984877,333553905,1427,5.71,-4,65,2089,23.7,12
1742,34840000,351984878,333553857,1471,4.61,32,19,2091,23.77,11
1743,34860000,351984871,333553809,1459,5.83,106,42,2092,23.75,9
1744,34880000,351984886,333553761,1496,5.91,-19,41,2093,23.66,13
1745,34900000,351984907,333553713,1484,5.52,7,7,2094,23.73,14
1746,34920000,351984903,333553664,1430,5.16,27,148,2095,23.74,10
1747,34940000,351984889,333553616,1449,4.2,-13,10,2097,23.78,14
1748,34960000,351984904,333553568,1452,4.47,79,113,2098,23.69,12
1749,34980000,351984919,333553520,1401,4.89,52,82,2099,23.73,9
1750,35000000,351984930,333553471,1417,6.73,63,-67,2100,23.77,13
1751,35020000,351984945,333553423,1496,5.42,5,43,2101,23.76,9
1752,35040000,351984940,333553375,1394,5.03,-18,80,2103,23.71,9
1753,35060000,351984941,333553327,1499,6.75,-19,70,2104,23.73,13
1754,35080000,351984931,333553278,1471,6.64,-19,-12,2105,23.7,11
1755,35100000,351984920,333553230,1455,5.14,-98,43,2106,23.78,11
1756,35120000,351984933,333553182,1483,5.29,24,-27,2107,23.72,11
1757,35140000,351984930,333553134,1482,6.75,52,-19,2109,23.77,10
1758,35160000,351984956,333553086,1512,6.42,1,19,2110,23.76,13
1759,35180000,351984960,333553038,1448,5.05,-27,40,2111,23.71,10
1760,35200000,351984957,333552990,1456,6.27,4,108,2112,23.73,11
1761,35220000,351984968,333552942,1456,5.97,16,48,2113,23.75,10
1762,35240000,351984990,333552895,1542,7.27,22,82,2115,23.74,14
1763,35260000,351984998,333552847,1505,5.01,112,-27,2116,23.78,14
1764,35280000,351984989,333552799,1431,7.01,-49,-25,2117,23.76,12
1765,35300000,351984996,333552752,1456,6.49,24,7,2118,23.74,13
1766,35320000,351985013,333552705,1442,4.85,44,115,2119,23.75,13
1767,35340000,351985012,333552658,1471,7.2,7,-33,2121,23.71,10
1768,35360000,351985007,333552611,1480,7.04,-11,-45,2122,23.71,10
1769,35380000,351985021,333552564,1565,4.49,-60,27,2123,23.74,14
1770,35400000,351985025,333552517,1400,8.27,-33,88,2124,23.73,9
1771,35420000,351985018,333552471,1515,4.69,45,-48,2125,23.69,10
1772,35440000,351985017,333552424,1493,4.95,90,18,2127,23.72,14
1773,35460000,351985013,333552378,1448,5.63,-37,-34,2128,23.7,13
1774,35480000,351985019,333552332,1471,6.88,31,101,2129,23.71,13
1775,35500000,351985024,333552286,1458,6.67,34,64,2130,23.76,13
1776,35520000,351985039,333552241,1480,5.89,63,44,2131,23.69,11
1777,35540000,351985049,333552195,1520,7.57,17,28,2133,23.7,11
1778,35560000,351985037,333552150,1419,6.46,29,19,2134,23.74,13
1779,35580000,351985044,333552105,1534,7.6,56,37,2135,23.72,13
1780,35600000,351985056,333552060,1467,9.23,-68,0,2136,23.72,12
1781,35620000,351985064,333552016,1543,6.22,5,-12,2137,23.67,10
1782,35640000,351985078,333551972,1500,3.04,-105,-23,2139,23.71,13
1783,35660000,351985076,333551928,1534,5.48,-117,31,2140,23.7,13
1784,35680000,351985070,333551884,1508,4.76,-47,-7,2141,23.69,13
1785,35700000,351985082,333551841,1530,6.11,-91,73,2142,23.7,10
1786,35720000,351985075,333551797,1489,6.11,33,-71,2143,23.7,13
1787,35740000,351985057,333551754,1454,4.59,62,58,2145,23.74,9
1788,35760000,351985070,333551712,1516,4.67,-16,56,2146,23.77,10
1789,35780000,351985066,333551669,1518,5.7,-6,89,2147,23.71,11
1790,35800000,351985067,333551627,1574,5.77,-11,18,2148,23.75,12
1791,35820000,351985056,333551586,1411,3.0,-13,-42,2149,23.71,13
1792,35840000,351985046,333551544,1484,7.12,10,-14,2151,23.66,11
1793,35860000,351985038,333551503,1535,6.04,23,85,2152,23.71,13
1794,35880000,351985038,333551462,1443,5.99,-25,15,2153,23.74,12
1795,35900000,351985045,333551422,1485,6.34,-45,10,2154,23.75,10
1796,35920000,351985025,333551382,1580,4.82,-29,2,2155,23.68,12
1797,35940000,351985036,333551342,1553,5.94,50,27,2157,23.77,9
1798,35960000,351985027,333551303,1462,7.2,-23,19,2158,23.68,10
1799,35980000,351985020,333551264,1555,7.25,90,-45,2159,23.68,12
1800,36000000,351985030,333551225,1546,6.53,-12,1,2160,23.69,13
1801,36020000,351985033,333551187,1531,5.68,85,79,2161,23.74,13
1802,36040000,351985021,333551149,1516,5.05,-70,101,2163,23.71,14
1803,36060000,351985042,333551112,1511,7.53,-39,24,2164,23.72,9
1804,36080000,351985037,333551074,1467,6.61,31,5,2165,23.63,9
1805,36100000,351985043,333551038,1482,5.51,31,96,2166,23.69,9
1806,36120000,351985048,333551001,1533,3.48,-7,21,2167,23.69,11
1807,36140000,351985066,333550966,1510,4.99,125,-26,2169,23.72,11
1808,36160000,351985065,333550930,1580,3.76,6,24,2170,23.68,14
1809,36180000,351985078,333550895,1493,7.45,19,64,2171,23.73,10
1810,36200000,351985074,333550860,1411,6.22,-32,106,2172,23.67,13
1811,36220000,351985088,333550826,1495,5.13,102,6,2173,23.65,11
1812,36240000,351985084,333550793,1520,5.68,53,56,2175,23.64,11
1813,36260000,351985084,333550759,1525,9.03,27,14,2176,23.73,10
1814,36280000,351985106,333550726,1513,7.42,-96,86,2177,23.71,9
1815,36300000,351985113,333550694,1478,4.43,24,43,2178,23.67,13
1816,36320000,351985117,333550662,1572,5.85,-26,43,2179,23.72,11
1817,36340000,351985143,333550631,1486,4.56,25,-17,2181,23.68,13
1818,36360000,351985150,333550600,1542,3.98,57,14,2182,23.68,9
1819,36380000,351985145,333550569,1503,6.2,-43,14,2183,23.64,14
1820,36400000,351985156,333550539,1468,8.83,15,-144,2184,23.67,10
1821,36420000,351985147,333550510,1573,7.83,55,72,2185,23.69,9
1822,36440000,351985162,333550481,1417,6.05,11,29,2187,23.69,11
1823,36460000,351985177,333550452,1484,5.56,-17,20,2188,23.67,9
1824,36480000,351985175,333550424,1536,6.24,-61,12,2189,23.71,13
1825,36500000,351985172,333550397,1506,7.22,-38,31,2190,23.72,14
1826,36520000,351985177,333550370,1551,4.28,-74,42,2191,23.66,13
1827,36540000,351985180,333550343,1517,3.8,61,-33,2193,23.69,13
1828,36560000,351985174,333550317,1504,8.21,8,36,2194,23.63,10
1829,36580000,351985183,333550292,1610,6.33,-71,35,2195,23.69,13
1830,36600000,351985166,333550267,1515,7.89,1,31,2196,23.65,14
1831,36620000,351985165,333550243,1519,6.28,-75,-41,2197,23.67,9
1832,36640000,351985164,333550219,1482,7.74,-196,23,2199,23.68,9
1833,36660000,351985165,333550196,1497,5.28,74,-31,2200,23.67,14
1834,36680000,351985171,333550173,1553,6.59,72,47,2201,23.7,9
1835,36700000,351985162,333550151,1551,7.83,-86,94,2202,23.65,10
1836,36720000,351985171,333550129,1529,7.21,-41,72,2203,23.66,14
1837,36740000,351985173,333550108,1502,5.46,14,13,2205,23.68,9
1838,36760000,351985170,333550088,1558,7.06,-21,4,2206,23.67,14
1839,36780000,351985160,333550068,1463,5.21,-49,2,2207,23.68,9
1840,36800000,351985151,333550048,1519,4.31,-29,47,2208,23.66,10
1841,36820000,351985158,333550030,1523,6.62,-12,-1,2209,23.64,9
1842,36840000,351985152,333550011,1500,7.66,-31,4,2211,23.69,12
1843,36860000,351985156,333549994,1541,7.01,14,-91,2212,23.67,12
1844,36880000,351985170,333549977,1509,4.51,-12,-10,2213,23.69,9
1845,36900000,351985183,333549960,1505,7.03,-43,-7,2214,23.7,11
1846,36920000,351985202,333549944,1610,6.81,3,4,2215,23.65,12
1847,36940000,351985203,333549929,1568,5.45,-98,89,2217,23.64,10
1848,36960000,351985195,333549915,1587,3.05,88,-35,2218,23.65,10
1849,36980000,351985209,333549901,1542,7.21,-102,-34,2219,23.64,10
1850,37000000,351985215,333549887,1580,7.05,-3,59,2220,23.6,10
1851,37020000,351985230,333549874,1573,6.59,22,-17,2221,23.71,10
1852,37040000,351985233,333549862,1591,3.94,26,22,2223,23.67,9
1853,37060000,351985248,333549850,1638,4.23,17,38,2224,23.72,13
1854,37080000,351985260,333549839,1535,7.2,77,31,2225,23.64,10
1855,37100000,351985271,333549829,1556,6.95,-65,-7,2226,23.67,11
1856,37120000,351985279,333549819,1544,6.59,-2,74,2227,23.66,9
1857,37140000,351985286,333549810,1406,5.71,10,103,2229,23.65,9
1858,37160000,351985292,333549801,1492,6.47,-28,-18,2230,23.68,13
1859,37180000,351985298,333549793,1550,5.35,-33,17,2231,23.65,14
1860,37200000,351985311,333549786,1575,5.63,79,76,2232,23.65,13
1861,37220000,351985309,333549779,1527,4.97,-41,20,2233,23.65,14
1862,37240000,351985330,333549773,1597,6.31,-27,-18,2235,23.58,13
1863,37260000,351985332,333549768,1604,5.5,-14,9,2236,23.63,11
1864,37280000,351985345,333549763,1537,7.13,-11,70,2237,23.63,9
1865,37300000,351985348,333549758,1611,6.86,11,-18,2238,23.69,12
1866,37320000,351985348,333549755,1625,5.03,-10,42,2239,23.66,9
1867,37340000,351985372,333549752,1574,8.19,24,48,2241,23.67,9
1868,37360000,351985372,333549750,1517,4.66,9,-1,2242,23.66,9
1869,37380000,351985363,333549748,1616,6.54,30,57,2243,23.64,12
1870,37400000,351985359,333549747,1552,7.29,83,62,2244,23.69,12
1871,37420000,351985359,333549746,1544,7.53,-49,78,2245,23.64,9
1872,37440000,351985384,333549747,1565,3.36,100,75,2247,23.6,13
1873,37460000,351985390,333549747,1539,7.2,-25,-42,2248,23.66,10
1874,37480000,351985402,333549749,1605,7.46,41,73,2249,23.67,11
1875,37500000,351985396,333549751,1594,7.72,11,58,2250,23.64,14
1876,37520000,351985402,333549754,1612,3.34,-16,77,2251,23.65,11
1877,37540000,351985412,333549757,1587,5.19,-116,-10,2253,23.66,9
1878,37560000,351985434,333549761,1533,5.88,98,74,2254,23.68,11
1879,37580000,351985430,333549766,1559,5.47,-43,48,2255,23.65,12
1880,37600000,351985440,333549771,1602,7.6,-45,-25,2256,23.68,9
1881,37620000,351985446,333549777,1551,5.19,65,92,2257,23.64,12
1882,37640000,351985439,333549783,1685,7.47,5,-7,2259,23.69,9
1883,37660000,351985442,333549790,1559,6.67,115,-18,2260,23.59,10
1884,37680000,351985443,333549798,1547,4.26,102,49,2261,23.66,12
1885,37700000,351985423,333549806,1617,4.81,43,0,2262,23.64,14
1886,37720000,351985432,333549815,1602,5.44,16,47,2263,23.63,12
1887,37740000,351985441,333549825,1571,6.12,47,18,2265,23.59,12
1888,37760000,351985440,333549835,1564,7.19,-77,44,2266,23.66,11
1889,37780000,351985430,333549846,1591,5.78,11,69,2267,23.62,9
1890,37800000,351985448,333549858,1608,7.09,10,28,2268,23.6,12
1891,37820000,351985454,333549870,1606,4.11,-26,72,2269,23.61,13
1892,37840000,351985468,333549883,1565,2.34,16,71,2271,23.62,12
1893,37860000,351985485,333549896,1595,5.6,-85,-10,2272,23.63,11
1894,37880000,351985483,333549910,1612,6.55,55,71,2273,23.6,14
1895,37900000,351985495,333549924,1610,5.57,78,60,2274,23.6,10
1896,37920000,351985495,333549940,1457,4.79,-76,36,2275,23.63,12
1897,37940000,351985498,333549955,1545,6.51,10,84,2277,23.62,11
1898,37960000,351985501,333549972,1551,8.32,93,110,2278,23.68,10
1899,37980000,351985504,333549989,1573,5.88,26,67,2279,23.61,12
1900,38000000,351985518,333550007,1591,5.13,-60,-40,2280,23.64,11
1901,38020000,351985523,333550025,1621,4.99,-57,52,2281,23.67,11
1902,38040000,351985525,333550044,1610,8.36,52,24,2283,23.61,14
1903,38060000,351985525,333550063,1581,5.95,110,17,2284,23.64,11
1904,38080000,351985532,333550083,1588,6.73,-63,47,2285,23.62,9
1905,38100000,351985527,333550104,1658,7.46,3,14,2286,23.62,9
1906,38120000,351985525,333550125,1564,7.29,-45,109,2287,23.66,14
1907,38140000,351985528,333550146,1601,4.89,-15,43,2289,23.58,9
1908,38160000,351985525,333550169,1653,7.15,19,31,2290,23.59,13
1909,38180000,351985527,333550192,1605,7.01,-1,68,2291,23.56,11
1910,38200000,351985525,333550215,1510,6.59,-39,69,2292,23.61,10
1911,38220000,351985548,333550239,1608,7.21,126,87,2293,23.64,14
1912,38240000,351985565,333550264,1578,5.33,-8,61,2295,23.6,12
1913,38260000,351985573,333550289,1590,5.91,-9,28,2296,23.63,10
1914,38280000,351985575,333550315,1637,5.37,67,37,2297,23.58,10
1915,38300000,351985601,333550341,1615,6.91,1,-73,2298,23.64,10
1916,38320000,351985607,333550368,1586,5.22,-10,-40,2299,23.6,9
1917,38340000,351985610,333550395,1633,6.47,57,81,2301,23.59,11
1918,38360000,351985616,333550423,1616,4.69,-60,14,2302,23.65,13
1919,38380000,351985622,333550452,1603,5.85,45,118,2303,23.6,10
1920,38400000,351985640,333550481,1612,5.57,62,118,2304,23.62,10
1921,38420000,351985643,333550510,1611,5.86,40,-29,2305,23.6,14
1922,38440000,351985667,333550540,1588,6.16,-9,45,2307,23.62,11
1923,38460000,351985662,333550571,1584,5.78,0,170,2308,23.6,13
1924,38480000,351985672,333550602,1604,5.74,-101,-7,2309,23.56,12
1925,38500000,351985665,333550634,1566,3.52,-6,49,2310,23.61,13
1926,38520000,351985687,333550666,1555,7.33,18,19,2311,23.61,13
1927,38540000,351985687,333550699,1658,5.25,52,19,2313,23.61,9
1928,38560000,351985690,333550732,1597,5.71,9,17,2314,23.59,12
1929,38580000,351985702,333550765,1607,5.01,-21,29,2315,23.65,11
1930,38600000,351985718,333550799,1603,7.2,-48,67,2316,23.57,10
1931,38620000,351985710,333550834,1610,4.91,-1,-8,2317,23.6,13
1932,38640000,351985710,333550869,1611,6.61,9,55,2319,23.6,9
1933,38660000,351985700,333550905,1613,7.41,73,-3,2320,23.56,12
1934,38680000,351985704,333550941,1580,7.97,1,56,2321,23.56,11
1935,38700000,351985707,333550977,1650,7.43,-28,46,2322,23.61,9
1936,38720000,351985706,333551014,1586,6.74,-5,-6,2323,23.61,10
1937,38740000,351985703,333551052,1656,4.56,-27,37,2325,23.59,14
1938,38760000,351985702,333551089,1538,7.55,-12,-4,2326,23.54,13
1939,38780000,351985698,333551128,1573,7.43,-130,-10,2327,23.58,14
1940,38800000,351985707,333551166,1656,7.01,-93,87,2328,23.59,13
